/Users/erwenchen/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Historical HTML scraper — 1 target(s)
per_period=20, max_per_target=500


======================================================================
  Malaysia:grabfood-my  (food.grab.com/my/en/restaurant/*)
======================================================================
  [227/380] 20240212 https://food.grab.com/my/en/restaurants?category=promos-delivery&id=70 … 0 items
  [228/380] 20240212 https://food.grab.com/my/en/restaurants?category=promos-delivery&id=70 … 0 items
  [229/380] 20240112 https://food.grab.com/my/en/restaurants?lng=en&search=warakuya … 0 items
  [230/380] 20240112 https://food.grab.com/my/en/restaurants?lng=en&search=warakuya&support … 0 items
  [231/380] 20240621 https://food.grab.com/my/en/restaurant/taiwani%E2%80%99s-dessert-cyber … 72 items
  [232/380] 20240619 https://food.grab.com/my/en/restaurants?search=korean-food … fetch fail
  [233/380] 20240914 https://food.grab.com/my/en/restaurant/dedaun-cafe-jalan-gong-dermin-d … fetch fail
  [234/380] 20240729 https://food.grab.com/my/en/restaurant/mynews-crown-regency-delivery/1 … fetch fail
  [235/380] 20240910 https://food.grab.com/my/en/restaurant/nasi-kukus-dam-chow-kit-deliver … fetch fail
  [236/380] 20240911 https://food.grab.com/my/en/restaurant/rasa-rosz-publika-delivery/1-CZ … 26 items
  [237/380] 20240706 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [238/380] 20240729 https://food.grab.com/my/en/restaurants?search=cheetos&lng=en&support- … 0 items
  [239/380] 20240818 https://food.grab.com/my/en/restaurants?lng=en&search=potato%20story … 0 items
  [240/380] 20240729 https://food.grab.com/my/en/restaurants?search=cheetos&support-deeplin … 0 items
  [241/380] 20241202 https://food.grab.com/my/en/restaurant/1977-new-ipoh-chicken-rice-desa … 89 items
